,insiderthreat,vector,date,user,source,action
184,1,2,1284076800,4,128,31
185,1,2,1284076800,4,128,35
186,1,2,1284076800,4,128,31
187,1,2,1284076800,4,128,35
188,1,2,1284076800,4,128,31
189,1,2,1284076800,4,128,35
190,1,2,1284076800,4,128,31
191,1,2,1284076800,4,128,35
192,1,2,1284076800,4,128,31
193,1,2,1284076800,4,128,35
194,1,2,1284076800,4,128,31
195,1,2,1284076800,4,128,35
196,1,2,1284336000,4,128,31
197,1,2,1284336000,4,128,35
198,1,2,1284336000,4,128,31
199,1,2,1284336000,4,128,35
200,1,2,1284336000,4,128,31
201,1,1,1284422400,909,0,3
202,1,2,1284422400,4,128,31
203,1,2,1284422400,4,128,35
204,1,2,1284422400,4,128,31
205,1,2,1284422400,4,128,35
206,1,2,1284422400,4,128,31
207,1,2,1284422400,4,128,35
208,1,2,1284422400,4,128,31
209,1,2,1284422400,4,128,35
210,1,2,1284422400,4,128,31
211,1,2,1284422400,4,128,35
212,1,2,1284422400,4,128,31
213,1,2,1284422400,4,128,35
214,1,2,1284422400,4,128,31
215,1,2,1284422400,4,128,35
216,1,2,1284508800,4,128,31
217,1,2,1284508800,4,128,35
218,1,2,1284508800,4,128,31
219,1,2,1284508800,4,128,35
220,1,2,1284508800,4,128,31
221,1,2,1284595200,4,128,31
222,1,2,1284595200,4,128,35
223,1,2,1284595200,4,128,31
224,1,2,1284595200,4,128,35
225,1,2,1284595200,4,128,31
226,1,2,1284595200,4,128,35
227,1,2,1284595200,4,128,31
228,1,2,1284595200,4,128,35
229,1,2,1284595200,4,128,31
230,1,2,1284595200,4,128,35
231,1,2,1284595200,4,128,31
232,1,2,1284595200,4,128,35
233,1,2,1284681600,4,128,31
234,1,2,1284681600,4,128,35
235,1,2,1284681600,4,128,31
236,1,2,1284681600,4,128,35
237,1,2,1284681600,4,128,31
238,1,2,1284681600,4,128,35
239,1,2,1284681600,4,128,31
240,1,2,1284681600,4,128,35
241,1,2,1284681600,4,128,31
242,1,2,1284681600,4,128,35
243,1,2,1284940800,4,128,31
244,1,2,1284940800,4,128,35
245,1,2,1284940800,4,128,31
246,1,2,1284940800,4,128,35
247,1,2,1284940800,4,128,31
248,1,2,1284940800,4,128,35
249,1,2,1285027200,4,128,31
250,1,2,1285027200,4,128,35
251,1,2,1285027200,4,128,31
252,1,2,1285027200,4,128,35
253,1,2,1285113600,4,128,31
254,1,2,1285113600,4,128,35
255,1,2,1285113600,4,128,31
256,1,2,1285113600,4,128,35
257,1,2,1285113600,4,128,31
258,1,2,1285113600,4,128,35
259,1,2,1285113600,4,128,31
260,1,2,1285113600,4,128,35
261,1,2,1285113600,4,128,31
262,1,2,1285113600,4,128,35
263,1,2,1285113600,4,128,31
264,1,2,1285113600,4,128,35
265,1,2,1285200000,4,128,31
266,1,2,1285200000,4,128,35
267,1,2,1285200000,4,128,31
268,1,2,1285200000,4,128,35
269,1,2,1285200000,4,128,31
270,1,2,1285200000,4,128,35
271,1,2,1285200000,4,128,31
272,1,2,1285200000,4,128,35
273,1,2,1285200000,4,128,31
274,1,2,1285200000,4,128,35
275,1,2,1285200000,4,128,31
276,1,2,1285286400,4,128,31
277,1,2,1285286400,4,128,35
278,1,2,1285286400,4,128,31
279,1,2,1285286400,4,128,35
280,1,2,1285545600,4,128,31
281,1,2,1285545600,4,128,35
282,1,2,1285545600,4,128,31
283,1,2,1285545600,4,128,35
284,1,2,1285545600,4,128,31
285,1,2,1285545600,4,128,35
286,1,2,1285545600,4,128,31
287,1,2,1285545600,4,128,35
288,1,2,1285545600,4,128,31
289,1,2,1285545600,4,128,35
290,1,2,1285632000,4,128,31
291,1,2,1285632000,4,128,35
292,1,2,1285632000,4,128,31
293,1,2,1285632000,4,128,35
294,1,2,1285718400,4,128,31
295,1,2,1285718400,4,128,35
296,1,2,1285718400,4,128,31
297,1,2,1285718400,4,128,35
298,1,2,1285718400,4,128,31
299,1,2,1285718400,4,128,35
300,1,2,1285718400,4,128,31
301,1,2,1285718400,4,128,35
302,1,2,1285804800,4,128,31
303,1,2,1285804800,4,128,35
304,1,2,1285804800,4,128,31
305,1,2,1285804800,4,128,35
306,1,2,1285804800,4,128,31
307,1,2,1285804800,4,128,35
308,1,2,1285804800,4,128,31
309,1,2,1285804800,4,128,35
310,1,3,1285718400,947,246,82
311,1,2,1285718400,947,246,31
312,1,2,1285804800,947,246,35
313,1,2,1285804800,947,246,31
314,1,2,1285804800,947,246,35
315,1,3,1285804800,947,246,81
316,1,3,1285977600,947,246,82
317,1,2,1285977600,947,246,31
318,1,2,1285977600,947,246,35
319,1,3,1285977600,947,246,81
320,1,3,1286323200,947,246,82
321,1,2,1286323200,947,246,31
322,1,0,1286323200,947,246,1371
323,1,2,1286409600,947,246,35
324,1,3,1286409600,947,246,81
325,1,3,1286496000,947,246,82
326,1,2,1286496000,947,246,31
327,1,2,1286496000,947,246,35
328,1,3,1286496000,947,246,81
329,1,3,1287100800,947,246,82
330,1,2,1287100800,947,246,31
331,1,0,1287100800,947,246,1371
332,1,2,1287100800,947,246,35
333,1,3,1287100800,947,246,81
334,1,0,1282521600,915,825,1140
335,1,0,1282521600,915,825,650
336,1,0,1282521600,915,825,627
337,1,0,1282521600,915,825,692
338,1,0,1282521600,915,825,203
339,1,0,1282521600,915,825,674
340,1,0,1282608000,915,825,749
341,1,0,1282608000,915,825,692
342,1,0,1282608000,915,825,693
343,1,0,1282608000,915,825,1403
344,1,0,1282608000,915,825,203
345,1,0,1282608000,915,825,1403
346,1,0,1282608000,915,825,285
347,1,0,1282608000,915,825,693
348,1,0,1282608000,915,825,1140
349,1,0,1282608000,915,825,203
350,1,0,1282608000,915,825,693
351,1,0,1282608000,915,825,880
352,1,0,1282608000,915,825,627
353,1,0,1282608000,915,825,1403
354,1,0,1282608000,915,825,203
355,1,0,1282608000,915,825,336
356,1,0,1282608000,915,825,336
357,1,0,1282608000,915,825,692
358,1,0,1282608000,915,825,674
359,1,0,1282608000,915,825,650
360,1,0,1282694400,915,825,336
361,1,0,1282694400,915,825,1403
362,1,0,1282694400,915,825,409
363,1,0,1282694400,915,825,749
364,1,0,1282694400,915,825,409
365,1,0,1282694400,915,825,880
366,1,0,1282780800,915,825,674
367,1,0,1282780800,915,825,880
368,1,0,1282780800,915,825,692
369,1,0,1282780800,915,825,336
370,1,0,1282780800,915,825,203
371,1,0,1282867200,915,825,627
372,1,0,1282867200,915,825,760
373,1,0,1282867200,915,825,336
374,1,0,1282867200,915,825,693
375,1,0,1282867200,915,825,749
376,1,0,1282867200,915,825,760
377,1,0,1283126400,915,825,409
378,1,0,1283126400,915,825,826
379,1,0,1283126400,915,825,650
380,1,0,1283126400,915,825,880
381,1,0,1283212800,915,825,285
382,1,0,1283212800,915,825,627
383,1,0,1283212800,915,825,409
384,1,0,1283212800,915,825,826
385,1,1,1283212800,915,825,18
386,1,1,1283212800,915,825,18
387,1,1,1283212800,915,825,18
388,1,0,1283299200,915,825,826
389,1,0,1283299200,915,825,749
390,1,0,1283299200,915,825,1032
391,1,0,1283299200,915,825,749
392,1,0,1283299200,915,825,880
393,1,0,1283299200,915,825,826
394,1,0,1283299200,915,825,285
395,1,0,1283299200,915,825,1032
396,1,0,1283299200,915,825,674
397,1,0,1283385600,915,825,826
398,1,0,1283385600,915,825,760
399,1,0,1283385600,915,825,760
400,1,0,1283385600,915,825,650
401,1,0,1283385600,915,825,336
402,1,0,1283385600,915,825,880
403,1,0,1283385600,915,825,693
404,1,0,1283385600,915,825,693
405,1,0,1283385600,915,825,749
406,1,0,1283385600,915,825,409
407,1,0,1283385600,915,825,1032
408,1,0,1283385600,915,825,692
409,1,0,1283385600,915,825,285
410,1,0,1283385600,915,825,1032
411,1,0,1283385600,915,825,674
412,1,0,1283385600,915,825,826
413,1,0,1283385600,915,825,627
414,1,0,1283385600,915,825,627
415,1,0,1283385600,915,825,693
416,1,0,1283472000,915,825,749
417,1,1,1283472000,915,825,18
418,1,1,1283472000,915,825,18
419,1,0,1283817600,915,825,1403
420,1,0,1283817600,915,825,203
421,1,0,1283817600,915,825,674
422,1,0,1283817600,915,825,692
423,1,0,1283817600,915,825,285
424,1,0,1283817600,915,825,693
425,1,0,1283817600,915,825,826
426,1,0,1283817600,915,825,627
427,1,0,1283817600,915,825,1403
428,1,0,1283904000,915,825,826
429,1,0,1283904000,915,825,336
430,1,0,1283904000,915,825,674
431,1,0,1283904000,915,825,674
432,1,0,1283904000,915,825,760
433,1,0,1283904000,915,825,627
434,1,0,1283904000,915,825,650
435,1,0,1283904000,915,825,1032
436,1,0,1283990400,915,825,693
437,1,0,1283990400,915,825,1140
438,1,1,1283990400,915,825,18
439,1,0,1284076800,915,825,760
440,1,0,1284076800,915,825,826
441,1,1,1284076800,915,825,18
442,1,1,1284076800,915,825,18
443,1,0,1284076800,915,825,1032
444,1,0,1284076800,915,825,336
445,1,0,1284076800,915,825,650
446,1,0,1284076800,915,825,693
447,1,1,1284076800,915,825,18
448,1,0,1284076800,915,825,336
449,1,0,1284076800,915,825,1403
450,1,0,1284076800,915,825,693
451,1,0,1284076800,915,825,285
452,1,0,1284336000,915,825,285
453,1,0,1284336000,915,825,826
454,1,0,1284336000,915,825,760
455,1,0,1284336000,915,825,693
456,1,0,1284336000,915,825,826
457,1,0,1284336000,915,825,749
458,1,0,1284336000,915,825,749
459,1,0,1284336000,915,825,336
460,1,0,1284336000,915,825,203
461,1,0,1284336000,915,825,760
462,1,0,1284422400,915,825,880
463,1,0,1284422400,915,825,880
464,1,0,1284422400,915,825,627
465,1,0,1284422400,915,825,1403
466,1,0,1284422400,915,825,1140
467,1,0,1284508800,915,825,409
468,1,0,1284508800,915,825,749
469,1,0,1284508800,915,825,1032
470,1,1,1284508800,915,825,18
471,1,0,1284508800,915,825,1140
472,1,0,1284595200,915,825,826
473,1,0,1284595200,915,825,749
474,1,0,1284595200,915,825,650
475,1,0,1284595200,915,825,285
476,1,0,1284681600,915,825,749
477,1,0,1284681600,915,825,627
478,1,0,1284681600,915,825,1140
479,1,0,1284681600,915,825,674
480,1,0,1284681600,915,825,826
481,1,0,1284681600,915,825,336
482,1,0,1284681600,915,825,692
483,1,0,1284681600,915,825,880
484,1,2,1284940800,915,825,31
485,1,2,1284940800,915,825,35
486,1,2,1284940800,915,825,31
487,1,2,1284940800,915,825,35
488,1,0,1284940800,915,825,1032
489,1,2,1284940800,915,825,31
490,1,2,1284940800,915,825,35
491,1,2,1284940800,915,825,31
492,1,2,1284940800,915,825,35
493,1,0,1284940800,915,825,1032
494,1,2,1284940800,915,825,31
495,1,0,1284940800,915,825,826
496,1,2,1284940800,915,825,35
497,1,2,1284940800,915,825,31
498,1,2,1284940800,915,825,35
499,1,2,1284940800,915,825,31
500,1,2,1284940800,915,825,35
501,1,2,1284940800,915,825,31
502,1,2,1284940800,915,825,35
503,1,2,1285113600,915,825,31
504,1,2,1285113600,915,825,35
505,1,2,1285113600,915,825,31
506,1,2,1285113600,915,825,35
507,1,2,1285113600,915,825,31
508,1,2,1285113600,915,825,35
509,1,2,1285113600,915,825,31
510,1,2,1285113600,915,825,35
511,1,2,1285113600,915,825,31
512,1,2,1285113600,915,825,35
513,1,2,1285113600,915,825,31
514,1,2,1285113600,915,825,35
515,1,2,1285891200,915,825,31
516,1,2,1285891200,915,825,35
517,1,2,1285891200,915,825,31
518,1,2,1285891200,915,825,35
519,1,2,1285891200,915,825,31
520,1,2,1285891200,915,825,35
521,1,2,1285891200,915,825,31
522,1,2,1285891200,915,825,35
523,1,2,1285891200,915,825,31
524,1,2,1285891200,915,825,35
525,1,2,1285891200,915,825,31
526,1,2,1285891200,915,825,35
527,1,2,1285891200,915,825,31
528,1,2,1285891200,915,825,35
529,1,2,1286150400,915,825,31
530,1,2,1286150400,915,825,35
531,1,2,1286150400,915,825,31
532,1,2,1286150400,915,825,35
533,1,2,1286150400,915,825,31
534,1,2,1286150400,915,825,35
535,1,2,1286150400,915,825,31
536,1,2,1286150400,915,825,35
537,1,2,1286150400,915,825,31
538,1,2,1286150400,915,825,35
539,1,2,1286150400,915,825,31
540,1,2,1286150400,915,825,35
541,1,2,1286150400,915,825,31
542,1,2,1286150400,915,825,35
543,1,2,1286236800,915,825,31
544,1,2,1286236800,915,825,35
545,1,1,1286236800,915,825,53
546,1,2,1286236800,915,825,31
547,1,2,1286236800,915,825,35
548,1,2,1286236800,915,825,31
549,1,2,1286236800,915,825,35
550,1,2,1286236800,915,825,31
551,1,2,1286236800,915,825,35
552,1,2,1286236800,915,825,31
553,1,2,1286236800,915,825,35
554,1,2,1286236800,915,825,31
555,1,2,1286236800,915,825,35
556,1,2,1286236800,915,825,31
557,1,2,1286236800,915,825,35
558,1,2,1286409600,915,825,31
559,1,2,1286409600,915,825,35
560,1,2,1286409600,915,825,31
561,1,2,1286409600,915,825,35
562,1,2,1286409600,915,825,31
563,1,2,1286409600,915,825,35
564,1,2,1286409600,915,825,31
565,1,2,1286409600,915,825,35
566,1,2,1286409600,915,825,31
567,1,2,1286409600,915,825,35
568,1,2,1287014400,915,825,31
569,1,2,1287014400,915,825,35
570,1,2,1287014400,915,825,31
571,1,2,1287014400,915,825,35
572,1,2,1287014400,915,825,31
573,1,2,1287014400,915,825,35
574,1,2,1287014400,915,825,31
575,1,2,1287014400,915,825,35
576,1,2,1287014400,915,825,31
577,1,2,1287014400,915,825,35
578,1,2,1287014400,915,825,31
579,1,2,1287014400,915,825,35
580,1,0,1277683200,0,453,826
581,1,0,1277683200,0,453,409
582,1,0,1277683200,0,453,693
583,1,0,1277683200,0,453,409
584,1,0,1277683200,0,453,826
585,1,0,1277683200,0,453,760
586,1,0,1277683200,0,453,336
587,1,0,1277683200,0,453,409
588,1,0,1277769600,0,453,409
589,1,0,1277769600,0,453,203
590,1,0,1277769600,0,453,336
591,1,0,1277769600,0,453,650
592,1,0,1277769600,0,453,826
593,1,0,1277769600,0,453,627
594,1,0,1277769600,0,453,1140
595,1,0,1277769600,0,453,285
596,1,0,1277856000,0,453,693
597,1,0,1277856000,0,453,336
598,1,0,1277856000,0,453,336
599,1,0,1277856000,0,453,1032
600,1,0,1277856000,0,453,693
601,1,0,1277856000,0,453,1032
602,1,0,1277856000,0,453,650
603,1,0,1277856000,0,453,409
604,1,0,1277942400,0,453,692
605,1,0,1277942400,0,453,285
606,1,0,1277942400,0,453,1032
607,1,0,1277942400,0,453,880
608,1,0,1277942400,0,453,760
609,1,0,1277942400,0,453,692
610,1,0,1277942400,0,453,880
611,1,0,1277942400,0,453,692
612,1,0,1278028800,0,453,749
613,1,0,1278028800,0,453,1403
614,1,0,1278028800,0,453,826
615,1,0,1278028800,0,453,693
616,1,0,1278028800,0,453,693
617,1,0,1278028800,0,453,880
618,1,0,1278028800,0,453,203
619,1,0,1278028800,0,453,409
620,1,0,1278028800,0,453,285
621,1,0,1278374400,0,453,1140
622,1,1,1278374400,0,453,65
623,1,0,1278374400,0,453,692
624,1,0,1278374400,0,453,627
625,1,0,1278460800,0,453,650
626,1,0,1278460800,0,453,650
627,1,0,1278460800,0,453,1403
628,1,0,1278460800,0,453,826
629,1,0,1278460800,0,453,749
630,1,0,1278460800,0,453,674
631,1,0,1278460800,0,453,285
632,1,0,1278547200,0,453,627
633,1,0,1278547200,0,453,1140
634,1,0,1278547200,0,453,203
635,1,0,1278547200,0,453,1032
636,1,1,1278633600,0,453,65
637,1,0,1278633600,0,453,880
638,1,0,1278633600,0,453,880
639,1,0,1278633600,0,453,336
640,1,0,1278633600,0,453,880
641,1,0,1278633600,0,453,203
642,1,0,1278633600,0,453,749
643,1,0,1278633600,0,453,336
644,1,1,1278633600,0,453,65
645,1,1,1278633600,0,453,65
646,1,0,1278633600,0,453,692
647,1,0,1278633600,0,453,627
648,1,0,1278892800,0,453,409
649,1,0,1278892800,0,453,826
650,1,0,1278892800,0,453,880
651,1,0,1278979200,0,453,627
652,1,0,1278979200,0,453,1403
653,1,0,1279065600,0,453,749
654,1,0,1279065600,0,453,674
655,1,0,1279065600,0,453,692
656,1,0,1279065600,0,453,1140
657,1,0,1279065600,0,453,693
658,1,1,1279152000,0,453,65
659,1,0,1279152000,0,453,1140
660,1,0,1279152000,0,453,1140
661,1,1,1279152000,0,453,65
662,1,0,1279152000,0,453,650
663,1,1,1279152000,0,453,65
664,1,0,1279152000,0,453,693
665,1,0,1279238400,0,453,692
666,1,0,1279238400,0,453,880
667,1,0,1279238400,0,453,336
668,1,0,1279238400,0,453,749
669,1,1,1279238400,0,453,65
670,1,0,1279238400,0,453,880
671,1,0,1279238400,0,453,826
672,1,0,1279238400,0,453,760
673,1,0,1279238400,0,453,692
674,1,0,1279238400,0,453,1032
675,1,0,1279497600,0,453,760
676,1,0,1279497600,0,453,627
677,1,0,1279497600,0,453,1403
678,1,0,1279497600,0,453,336
679,1,0,1279584000,0,453,336
680,1,0,1279584000,0,453,336
681,1,0,1279584000,0,453,285
682,1,0,1279584000,0,453,285
683,1,0,1279584000,0,453,826
684,1,0,1279584000,0,453,693
685,1,1,1279670400,0,453,65
686,1,0,1279670400,0,453,674
687,1,0,1279670400,0,453,627
688,1,1,1279670400,0,453,65
689,1,0,1279670400,0,453,760
690,1,0,1279670400,0,453,760
691,1,0,1279756800,0,453,409
692,1,0,1279756800,0,453,627
693,1,0,1279756800,0,453,409
694,1,0,1279756800,0,453,692
695,1,0,1279756800,0,453,692
696,1,0,1279756800,0,453,627
697,1,0,1279756800,0,453,749
698,1,0,1279756800,0,453,749
699,1,0,1279756800,0,453,826
700,1,0,1279756800,0,453,692
701,1,0,1279843200,0,453,693
702,1,0,1280102400,0,453,1403
703,1,0,1280102400,0,453,203
704,1,0,1280102400,0,453,336
705,1,0,1280102400,0,453,285
706,1,0,1280102400,0,453,1140
707,1,0,1280102400,0,453,627
708,1,0,1280102400,0,453,693
709,1,0,1280102400,0,453,650
710,1,0,1280102400,0,453,826
711,1,0,1280102400,0,453,692
712,1,2,1280793600,0,453,31
713,1,2,1280793600,0,453,35
714,1,2,1280793600,0,453,31
715,1,2,1280793600,0,453,35
716,1,2,1280793600,0,453,31
717,1,2,1280793600,0,453,35
718,1,2,1280793600,0,453,31
719,1,2,1280793600,0,453,35
720,1,2,1280793600,0,453,31
721,1,2,1280793600,0,453,35
722,1,2,1280966400,0,453,31
723,1,2,1280966400,0,453,35
724,1,2,1280966400,0,453,31
725,1,2,1280966400,0,453,35
726,1,2,1280966400,0,453,31
727,1,2,1280966400,0,453,35
728,1,2,1280966400,0,453,31
729,1,2,1280966400,0,453,35
730,1,2,1280966400,0,453,31
731,1,2,1280966400,0,453,35
732,1,2,1280966400,0,453,31
733,1,2,1280966400,0,453,35
734,1,2,1280966400,0,453,31
735,1,2,1280966400,0,453,35
736,1,2,1280966400,0,453,31
737,1,2,1280966400,0,453,35
738,1,2,1281312000,0,453,31
739,1,2,1281312000,0,453,35
740,1,2,1281312000,0,453,31
741,1,2,1281312000,0,453,35
742,1,2,1281312000,0,453,31
743,1,2,1281312000,0,453,35
744,1,2,1281312000,0,453,31
745,1,2,1281312000,0,453,35
746,1,2,1281312000,0,453,31
747,1,2,1281312000,0,453,35
748,1,2,1281312000,0,453,31
749,1,2,1281312000,0,453,35
750,1,2,1281312000,0,453,31
751,1,2,1281312000,0,453,35
752,1,2,1281312000,0,453,31
753,1,2,1281312000,0,453,35
754,1,2,1281398400,0,453,31
755,1,2,1281398400,0,453,35
756,1,1,1281398400,0,453,25
757,1,2,1281398400,0,453,31
758,1,2,1281398400,0,453,35
759,1,2,1281398400,0,453,31
760,1,2,1281398400,0,453,35
761,1,2,1281398400,0,453,31
762,1,2,1281398400,0,453,35
763,1,2,1281398400,0,453,31
764,1,2,1281398400,0,453,35
765,1,2,1281571200,0,453,31
766,1,2,1281571200,0,453,35
767,1,2,1281571200,0,453,31
768,1,2,1281571200,0,453,35
769,1,2,1281571200,0,453,31
770,1,2,1281571200,0,453,35
771,1,2,1281571200,0,453,31
772,1,2,1281571200,0,453,35
773,1,2,1281571200,0,453,31
774,1,2,1281571200,0,453,35
775,1,2,1281571200,0,453,31
776,1,2,1281571200,0,453,35
777,1,2,1281657600,0,453,31
778,1,2,1281657600,0,453,35
779,1,2,1281657600,0,453,31
780,1,2,1281657600,0,453,35
781,1,2,1281657600,0,453,31
782,1,2,1281657600,0,453,35
783,1,2,1281657600,0,453,31
784,1,2,1281657600,0,453,35
785,1,2,1281657600,0,453,31
786,1,2,1281657600,0,453,35
787,1,2,1281657600,0,453,31
788,1,2,1281657600,0,453,35
789,1,2,1281657600,0,453,31
790,1,2,1281657600,0,453,35
791,1,2,1282262400,0,453,31
792,1,2,1282262400,0,453,35
793,1,2,1282262400,0,453,31
794,1,2,1282262400,0,453,35
795,1,2,1282262400,0,453,31
796,1,2,1282262400,0,453,35
797,1,2,1282262400,0,453,31
798,1,2,1282262400,0,453,35
799,1,2,1282262400,0,453,31
800,1,2,1282262400,0,453,35
801,1,0,1288137600,1,948,285
802,1,0,1288137600,1,948,880
803,1,0,1288137600,1,948,826
804,1,0,1288224000,1,948,826
805,1,0,1288224000,1,948,650
806,1,0,1288224000,1,948,880
807,1,0,1288224000,1,948,650
808,1,0,1288224000,1,948,285
809,1,0,1288224000,1,948,674
810,1,0,1288224000,1,948,203
811,1,0,1288224000,1,948,1032
812,1,0,1288224000,1,948,336
813,1,0,1288224000,1,948,1032
814,1,0,1288310400,1,948,409
815,1,0,1288310400,1,948,1403
816,1,0,1288310400,1,948,749
